Location_ID,Location_Name,Location_Type,City,State,Latitude,Longitude,Ramp_Available,Elevator_Available,Wheelchair_Entrance,Braille_Signage,Audio_Announcements,Accessible_Washroom,Tactile_Path,Reserved_Parking,Footpath_Condition,Lighting,Safety_Level,CCTV_Available,Public_Transport_Nearby,Parking_Available,Crowd_Level,Average_Waiting_Time,Daily_Footfall,User_Rating,Accessibility_Complaints,Last_Inspection_Months,Number_of_Floors,Lift_Condition,Emergency_Exit_Accessibility,Accessibility_Score,Accessibility_Category,Improvement_Priority
LOC0109,Kochi Domestic Airport,Airport,Kochi,Kerala,9.961925,76.230697,Yes,Yes,No,No,No,Yes,Yes,Yes,Average,Average,Low,Yes,No,No,Medium,17,4095,3.5,0,15,3,Good,Yes,72.2,Average,Medium
LOC0110,Mumbai Airport Terminal,Airport,Mumbai,Maharashtra,19.110382,72.87636,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Average,Good,High,Yes,Yes,Yes,High,37,4175,5,5,5,3,Good,Yes,100,Excellent,Medium
LOC0111,Patna Degree College,College,Patna,Bihar,25.672386,85.082483,Yes,No,No,No,No,No,No,Yes,Good,Poor,High,Yes,Yes,Yes,High,29,2541,3.1,5,18,3,NA,Partial,53.6,Poor,High
LOC0112,Kanpur Institute of Technology,College,Kanpur,Uttar Pradesh,26.43529,80.371634,No,Yes,Yes,Yes,No,Yes,No,Yes,Poor,Poor,Medium,Yes,Yes,Yes,High,8,2929,2.9,5,0,1,Good,No,50.7,Poor,High
LOC0113,Pune General Hospital,Hospital,Pune,Maharashtra,18.618502,73.898548,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Good,Poor,Low,Yes,Yes,No,Low,6,3702,4.5,1,17,2,Good,Yes,97.2,Excellent,Medium
LOC0114,Chennai Central Station,Railway Station,Chennai,Tamil Nadu,13.134295,80.333928,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Good,Average,Low,Yes,Yes,Yes,Low,16,12783,3,0,5,2,Average,Partial,87.2,Good,Medium
LOC0115,Ahmedabad Tehsil Office,Government Office,Ahmedabad,Gujarat,23.039003,72.44963,No,No,No,No,No,No,Yes,Yes,Poor,Poor,Medium,Yes,Yes,Yes,Low,34,4693,2.4,0,17,3,NA,Partial,33.7,Poor,High
LOC0116,Guwahati Degree College,College,Guwahati,Assam,26.238061,91.814178,Yes,No,Yes,Yes,No,Yes,No,Yes,Good,Poor,High,Yes,Yes,Yes,Medium,16,3727,3.6,2,3,1,NA,Yes,86.8,Good,Low
LOC0117,Coimbatore College of Engineering,College,Coimbatore,Tamil Nadu,11.107372,77.069627,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Good,Average,High,Yes,Yes,Yes,Medium,22,4871,3.3,3,4,1,Average,Partial,99.9,Excellent,Low
LOC0118,Lucknow City Bus Stop,Bus Stop,Lucknow,Uttar Pradesh,26.841741,80.956208,Yes,No,Yes,No,Yes,Yes,No,No,Average,Poor,Medium,Yes,Yes,No,Medium,13,866,3.5,3,3,1,NA,Partial,58.6,Average,Medium
LOC0119,Surat Museum,Tourist Attraction,Surat,Gujarat,21.320023,72.896707,Yes,Yes,No,Yes,No,No,No,No,Good,Good,Medium,Yes,Yes,No,Low,11,2923,2.9,6,1,1,Average,Yes,81.8,Good,Medium
LOC0120,Thane Museum,Tourist Attraction,Thane,Maharashtra,19.178306,72.933505,No,Yes,No,Yes,No,Yes,Yes,No,Poor,Average,High,No,No,Yes,Low,2,2704,3.6,3,13,1,Poor,Yes,64.4,Average,Medium
LOC0121,Delhi Collectorate Office,Government Office,Delhi,Delhi,28.729644,77.13143,Yes,No,No,Yes,No,No,Yes,No,Good,Poor,Medium,Yes,Yes,Yes,High,15,649,4.8,7,21,1,NA,Partial,59.6,Average,Medium
LOC0122,Visakhapatnam Government College,College,Visakhapatnam,Andhra Pradesh,17.545303,83.290634,Yes,Yes,Yes,Yes,No,Yes,No,No,Average,Good,Medium,Yes,Yes,Yes,Low,23,836,3.4,1,12,2,Average,Yes,91.6,Excellent,Low
LOC0123,Pune City Bus Stop,Bus Stop,Pune,Maharashtra,18.62863,73.809381,No,Yes,No,Yes,No,No,No,No,Good,Average,Medium,No,No,Yes,Medium,2,1433,1.4,2,21,1,Poor,Partial,50.5,Poor,Medium
LOC0124,Mumbai Central Park,Park,Mumbai,Maharashtra,19.152964,72.82613,No,No,Yes,Yes,No,No,No,No,Poor,Good,Medium,Yes,No,Yes,Medium,20,457,2.2,3,12,1,NA,Partial,44.4,Poor,High
LOC0125,Jaipur City Centre Mall,Mall,Jaipur,Rajasthan,26.928201,75.767001,No,No,Yes,Yes,No,No,No,No,Good,Average,Medium,Yes,No,No,Low,39,19266,2.5,0,13,6,NA,Partial,59.5,Average,Medium
LOC0126,Chandigarh District Office,Government Office,Chandigarh,Chandigarh,30.700913,76.885661,Yes,No,No,No,No,No,No,Yes,Poor,Poor,Low,No,No,No,Medium,34,3067,2.7,3,4,2,NA,Partial,22.1,Poor,High
LOC0127,Visakhapatnam Public Garden,Park,Visakhapatnam,Andhra Pradesh,17.569376,83.114558,Yes,Yes,Yes,No,Yes,No,No,Yes,Poor,Average,Low,Yes,Yes,Yes,Low,9,583,2.3,2,5,1,Poor,Partial,55.5,Average,Medium
LOC0128,Chennai Domestic Airport,Airport,Chennai,Tamil Nadu,13.088468,80.20844,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Average,Average,High,No,No,No,High,10,19980,3.2,2,3,6,Good,Partial,84.5,Good,Low
LOC0129,Pune Junction,Railway Station,Pune,Maharashtra,18.600122,73.944307,No,No,Yes,No,No,Yes,No,Yes,Poor,Poor,Low,No,Yes,Yes,High,14,15282,3.3,4,10,2,NA,Yes,29.2,Poor,High
LOC0130,Kanpur Railway Station,Railway Station,Kanpur,Uttar Pradesh,26.367634,80.378714,No,No,No,No,No,Yes,No,No,Poor,Average,Medium,Yes,Yes,Yes,High,31,6524,2.8,4,11,2,NA,Yes,36.5,Poor,High
LOC0131,Guwahati Bus Stand,Bus Stop,Guwahati,Assam,26.059494,91.827564,Yes,No,Yes,Yes,No,No,No,Yes,Average,Good,Medium,No,Yes,Yes,Low,13,974,2.7,1,3,1,NA,No,65.8,Average,Medium
LOC0132,Thiruvananthapuram City Centre Mall,Mall,Thiruvananthapuram,Kerala,8.577935,76.858742,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Good,Good,Medium,No,Yes,Yes,Low,44,6590,2.4,0,10,6,Good,No,92.7,Excellent,Low
LOC0133,Kanpur City Hospital,Hospital,Kanpur,Uttar Pradesh,26.414323,80.193573,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Average,Good,High,Yes,Yes,Yes,Medium,28,1584,3.3,5,21,6,Average,Partial,100,Excellent,Low
LOC0134,Nashik Airport Terminal,Airport,Nashik,Maharashtra,19.990062,73.831286,Yes,Yes,Yes,No,Yes,Yes,No,No,Good,Poor,High,Yes,Yes,Yes,High,43,17467,4.3,1,19,2,Average,Yes,87.3,Good,Low
LOC0135,Thane Airport Terminal,Airport,Thane,Maharashtra,19.143351,73.091018,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Poor,Good,High,Yes,No,Yes,Medium,7,16654,3.3,1,5,5,Average,Partial,91.4,Excellent,Low
LOC0136,Nashik Public Garden,Park,Nashik,Maharashtra,20.051705,73.885145,No,Yes,No,No,Yes,No,No,Yes,Good,Average,Low,Yes,No,No,Low,17,1575,2.9,2,7,1,Average,Partial,57.1,Average,Medium
LOC0137,Ahmedabad Bus Depot,Bus Stop,Ahmedabad,Gujarat,22.954547,72.426074,Yes,Yes,Yes,No,No,No,No,No,Average,Average,Medium,Yes,Yes,Yes,Medium,5,1074,4.2,3,16,1,Poor,Partial,63.8,Average,Medium
LOC0138,Chennai Institute of Technology,College,Chennai,Tamil Nadu,13.031053,80.401382,Yes,Yes,Yes,Yes,No,No,Yes,No,Average,Average,Low,Yes,No,Yes,Medium,18,2641,3.6,1,17,2,Good,Yes,77.5,Good,Medium
LOC0139,Kochi Public Garden,Park,Kochi,Kerala,9.962359,76.183267,Yes,No,Yes,No,Yes,No,No,No,Poor,Average,Medium,Yes,Yes,Yes,Low,4,657,4.2,2,3,1,NA,Yes,63.5,Average,Medium
LOC0140,Guwahati Lake View Point,Tourist Attraction,Guwahati,Assam,26.209743,91.86058,Yes,No,Yes,No,No,No,Yes,Yes,Poor,Average,Medium,Yes,Yes,Yes,Low,5,2640,3.4,3,2,1,NA,Partial,60.5,Average,Medium
LOC0141,Thane Green Park,Park,Thane,Maharashtra,19.33267,72.992205,Yes,Yes,No,No,No,Yes,No,No,Poor,Average,Low,Yes,Yes,Yes,Low,14,1081,3.3,3,18,1,Average,Yes,54.8,Poor,High
LOC0142,Kanpur Bus Stand,Bus Stop,Kanpur,Uttar Pradesh,26.378965,80.284706,No,Yes,Yes,Yes,Yes,No,Yes,No,Average,Average,Low,Yes,Yes,No,High,18,2302,3.8,6,3,1,Average,Partial,61.1,Average,High
LOC0143,Coimbatore Municipal Office,Government Office,Coimbatore,Tamil Nadu,11.01619,76.85325,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Good,Average,Medium,Yes,Yes,Yes,Low,18,540,2.4,5,17,1,NA,Yes,84.7,Good,Medium
LOC0144,Mysuru City Hospital,Hospital,Mysuru,Karnataka,12.150038,76.51797,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Good,Good,Low,Yes,Yes,Yes,Low,19,2028,4,0,13,6,Good,Partial,99,Excellent,Medium
LOC0145,Thiruvananthapuram Shopping Mall,Mall,Thiruvananthapuram,Kerala,8.432116,76.881064,Yes,No,Yes,No,Yes,No,No,Yes,Good,Good,Medium,Yes,Yes,Yes,Medium,37,3709,2.6,1,16,7,NA,Yes,79.6,Good,Low
LOC0146,Mysuru Shopping Mall,Mall,Mysuru,Karnataka,12.218247,76.568923,No,Yes,Yes,Yes,No,No,Yes,No,Average,Good,Medium,Yes,No,No,Low,10,15197,3.6,2,18,6,Average,Yes,75.5,Good,Low
LOC0147,Visakhapatnam City Park,Park,Visakhapatnam,Andhra Pradesh,17.545521,83.190479,No,Yes,Yes,No,Yes,No,No,No,Good,Good,High,No,Yes,Yes,Medium,21,1809,2.2,2,3,1,Poor,No,64.5,Average,Low
LOC0148,Surat Bus Depot,Bus Stop,Surat,Gujarat,21.217828,72.849017,No,Yes,No,No,No,No,No,No,Average,Average,Low,No,Yes,No,Medium,13,1659,2.2,6,13,1,Poor,No,20.9,Poor,High
LOC0149,Patna Domestic Airport,Airport,Patna,Bihar,25.572329,85.140698,Yes,Yes,Yes,No,No,Yes,No,Yes,Good,Average,High,Yes,Yes,Yes,Medium,14,19755,3.6,0,11,4,Average,Yes,97.1,Excellent,Low
LOC0150,Thiruvananthapuram Central Park,Park,Thiruvananthapuram,Kerala,8.395426,76.921877,Yes,No,No,No,No,Yes,No,No,Poor,Average,Low,Yes,No,No,Medium,9,1666,3.2,5,14,1,NA,No,27.5,Poor,High
LOC0151,Patna Botanical Garden,Tourist Attraction,Patna,Bihar,25.47534,85.027775,Yes,No,No,No,No,No,Yes,No,Poor,Good,Medium,Yes,Yes,Yes,Medium,23,1581,3.1,2,18,1,NA,No,44,Poor,High
LOC0152,Hyderabad College of Engineering,College,Hyderabad,Telangana,17.369806,78.370745,No,Yes,No,No,Yes,Yes,Yes,Yes,Good,Average,High,Yes,No,Yes,High,29,1334,4.2,2,0,2,Poor,Partial,80,Good,Low
LOC0153,Kolkata Central Park,Park,Kolkata,West Bengal,22.657504,88.462337,No,No,Yes,No,Yes,Yes,No,Yes,Poor,Good,High,Yes,Yes,Yes,Low,23,1605,3.2,6,11,1,NA,No,56.2,Average,Medium
LOC0154,Mumbai Airport Terminal,Airport,Mumbai,Maharashtra,19.225477,72.871254,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Poor,Good,Low,Yes,No,Yes,Medium,44,12839,4.5,0,6,2,Good,Yes,83.6,Good,Medium
LOC0155,Guwahati Grand Mall,Mall,Guwahati,Assam,26.115389,91.719651,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Average,Average,High,Yes,No,Yes,High,16,12061,4.4,7,0,6,Average,Yes,92.6,Excellent,Medium
LOC0156,Mumbai Central Station,Railway Station,Mumbai,Maharashtra,19.178017,73.003809,No,Yes,No,No,Yes,Yes,Yes,No,Average,Good,Low,No,Yes,Yes,High,35,19868,2.8,4,14,1,Poor,No,43.1,Poor,High
LOC0157,Nashik Airport Terminal,Airport,Nashik,Maharashtra,19.941666,73.785647,Yes,Yes,No,No,Yes,Yes,No,Yes,Average,Good,Medium,Yes,Yes,Yes,Low,22,7127,4.1,1,17,7,Good,Yes,91,Excellent,Low
LOC0158,Bengaluru City Centre Mall,Mall,Bengaluru,Karnataka,13.074206,77.719183,Yes,No,Yes,Yes,No,Yes,No,Yes,Good,Average,Medium,Yes,Yes,No,High,5,11660,3.1,5,11,4,NA,Yes,78.6,Good,Medium
LOC0159,Chandigarh District Office,Government Office,Chandigarh,Chandigarh,30.628496,76.706506,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Good,Good,High,Yes,Yes,Yes,High,33,2906,2.2,5,19,2,Good,No,89.8,Good,Medium
LOC0160,Bhopal Health Centre,Hospital,Bhopal,Madhya Pradesh,23.142791,77.400018,Yes,Yes,Yes,No,No,No,No,Yes,Good,Average,High,Yes,Yes,Yes,Medium,16,2112,4.7,0,20,2,Good,Yes,96.1,Excellent,Low
LOC0161,Visakhapatnam Heritage Fort,Tourist Attraction,Visakhapatnam,Andhra Pradesh,17.607443,83.340185,Yes,No,No,No,Yes,No,No,No,Poor,Average,Low,No,No,Yes,Low,19,2014,2.6,4,6,1,NA,Partial,33.7,Poor,High
LOC0162,Jaipur Lake View Point,Tourist Attraction,Jaipur,Rajasthan,26.910573,75.894159,Yes,No,Yes,Yes,No,Yes,Yes,No,Poor,Good,High,Yes,Yes,Yes,Low,16,252,2.7,2,10,1,NA,Partial,78,Good,Low
LOC0163,Patna Heritage Fort,Tourist Attraction,Patna,Bihar,25.699269,85.207603,No,Yes,No,No,No,No,No,No,Good,Average,High,Yes,No,No,Low,11,2227,2.2,3,23,1,Poor,Yes,56.8,Average,Low
LOC0164,Pune Junction,Railway Station,Pune,Maharashtra,18.575383,73.707189,No,No,No,Yes,No,No,Yes,Yes,Average,Good,Medium,No,Yes,Yes,Medium,25,7256,3.2,1,7,2,NA,Yes,63.8,Average,Medium
LOC0165,Chennai Airport Terminal,Airport,Chennai,Tamil Nadu,12.956421,80.267469,Yes,No,No,No,No,No,No,No,Average,Average,High,Yes,No,Yes,Medium,44,5251,3,0,21,3,NA,Yes,57.9,Average,Low
LOC0166,Kolkata City Centre Mall,Mall,Kolkata,West Bengal,22.699504,88.509877,Yes,No,Yes,Yes,No,No,Yes,No,Good,Average,High,Yes,Yes,Yes,Medium,16,14898,4.1,2,5,5,NA,Partial,87,Good,Low
LOC0167,Kochi Bus Depot,Bus Stop,Kochi,Kerala,9.839743,76.196806,No,No,Yes,No,Yes,No,No,Yes,Average,Good,Medium,Yes,Yes,Yes,High,23,2136,3.2,5,15,1,NA,No,47.4,Poor,High
LOC0168,Ahmedabad Green Park,Park,Ahmedabad,Gujarat,22.90471,72.593689,No,No,No,Yes,No,No,No,No,Average,Good,Medium,No,Yes,Yes,Medium,5,2098,1,1,18,1,NA,No,36.5,Poor,Medium
LOC0169,Nashik International Airport,Airport,Nashik,Maharashtra,20.075522,73.860946,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Average,Average,Medium,Yes,Yes,Yes,High,44,11126,4.8,2,20,3,Good,Yes,88.8,Good,Medium
LOC0170,Delhi Public Garden,Park,Delhi,Delhi,28.658022,77.190573,No,No,Yes,No,No,No,Yes,No,Good,Average,Low,No,Yes,Yes,Low,3,1913,2.5,4,14,1,NA,No,40.2,Poor,High
LOC0171,Bhopal Tehsil Office,Government Office,Bhopal,Madhya Pradesh,23.12476,77.301961,Yes,No,Yes,Yes,Yes,Yes,No,No,Average,Average,Low,Yes,Yes,Yes,Medium,21,1442,4.1,0,9,3,NA,Partial,72,Average,Medium
LOC0172,Kochi Lake View Point,Tourist Attraction,Kochi,Kerala,10.057789,76.269497,Yes,No,No,Yes,No,No,No,Yes,Average,Good,Medium,Yes,Yes,Yes,Medium,9,1743,4.5,6,3,1,NA,Partial,68.2,Average,Medium
LOC0173,Guwahati Municipal Office,Government Office,Guwahati,Assam,26.076769,91.872815,Yes,Yes,Yes,No,No,No,Yes,Yes,Average,Average,Medium,Yes,No,No,Medium,23,1304,2.5,3,5,1,Average,Partial,69.3,Average,Medium
LOC0174,Lucknow Museum,Tourist Attraction,Lucknow,Uttar Pradesh,26.911066,80.878594,Yes,Yes,Yes,No,No,No,No,Yes,Poor,Good,High,Yes,No,Yes,Low,20,2171,3.1,2,3,1,Average,Yes,77.2,Good,Low
LOC0175,Nagpur Bus Depot,Bus Stop,Nagpur,Maharashtra,21.192575,78.979181,No,No,Yes,Yes,No,No,No,Yes,Average,Poor,Low,Yes,Yes,No,Low,15,764,1.8,3,7,1,NA,No,32,Poor,High
LOC0176,Kanpur Institute of Technology,College,Kanpur,Uttar Pradesh,26.455694,80.348226,Yes,Yes,Yes,No,No,Yes,No,No,Poor,Good,Medium,Yes,No,Yes,Medium,23,3561,3.6,2,6,2,Poor,Partial,64.3,Average,Medium
LOC0177,Kolkata International Airport,Airport,Kolkata,West Bengal,22.476566,88.477415,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Average,Average,Low,Yes,Yes,No,Medium,20,19829,4.1,0,13,7,Good,Yes,87.3,Good,Medium
LOC0178,Bengaluru Domestic Airport,Airport,Bengaluru,Karnataka,12.967088,77.6596,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Average,Poor,Medium,Yes,No,Yes,High,6,15881,3.4,4,14,7,Good,Yes,73.9,Average,Medium
LOC0179,Surat Botanical Garden,Tourist Attraction,Surat,Gujarat,21.093096,72.789371,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Good,Average,Low,Yes,No,Yes,Medium,11,1348,3.9,4,15,1,Good,Yes,94.2,Excellent,Medium
LOC0180,Bengaluru Degree College,College,Bengaluru,Karnataka,13.011532,77.501494,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Good,Average,Medium,Yes,Yes,Yes,Low,6,4723,3.8,3,4,1,Average,Yes,96.4,Excellent,Low
LOC0181,Indore Temple Complex,Tourist Attraction,Indore,Madhya Pradesh,22.62869,75.795079,No,Yes,No,No,No,No,No,No,Good,Good,Low,Yes,Yes,Yes,Low,19,1562,2.4,2,12,1,Poor,Partial,49.8,Poor,High
LOC0182,Mysuru Junction,Railway Station,Mysuru,Karnataka,12.191023,76.58427,No,Yes,No,Yes,No,Yes,No,No,Average,Average,Medium,Yes,Yes,Yes,Low,27,7178,3.3,1,4,1,Average,Partial,68.5,Average,Medium
LOC0183,Pune Museum,Tourist Attraction,Pune,Maharashtra,18.453274,73.857653,Yes,No,No,No,Yes,No,Yes,Yes,Average,Good,Low,No,Yes,Yes,Low,20,1649,2.6,4,10,1,NA,No,50.1,Poor,High
LOC0184,Mumbai Central Park,Park,Mumbai,Maharashtra,19.132814,72.920739,No,No,Yes,Yes,No,No,No,Yes,Good,Average,Low,Yes,Yes,No,High,4,432,3.4,4,13,1,NA,Partial,52,Poor,High
LOC0185,Mysuru Institute of Technology,College,Mysuru,Karnataka,12.311564,76.501958,Yes,No,No,Yes,Yes,Yes,No,No,Good,Average,Medium,Yes,Yes,Yes,Medium,16,3024,3.9,4,18,1,NA,Partial,76.8,Good,Medium
LOC0186,Thane Junction,Railway Station,Thane,Maharashtra,19.21048,72.8933,Yes,No,No,No,No,No,Yes,No,Poor,Good,Medium,No,Yes,Yes,High,38,3063,3.4,2,15,1,NA,Yes,49.4,Poor,High
LOC0187,Mumbai Junction,Railway Station,Mumbai,Maharashtra,19.084494,72.925068,Yes,No,Yes,No,Yes,No,No,No,Poor,Poor,Low,Yes,Yes,Yes,Medium,18,7562,3.1,2,20,1,NA,Partial,35.7,Poor,High
LOC0188,Delhi City Park,Park,Delhi,Delhi,28.560016,76.968127,Yes,Yes,Yes,No,No,Yes,No,Yes,Good,Average,High,Yes,Yes,Yes,Low,11,404,3.8,1,11,1,Good,Yes,100,Excellent,Low
LOC0189,Patna Temple Complex,Tourist Attraction,Patna,Bihar,25.718732,85.109383,No,Yes,Yes,No,No,Yes,No,Yes,Average,Good,High,Yes,Yes,Yes,High,4,2194,3.1,7,11,1,Poor,Partial,65,Average,Medium
LOC0190,Delhi Central Park,Park,Delhi,Delhi,28.819799,77.06304,No,No,No,No,No,No,No,No,Good,Poor,Low,No,Yes,No,Low,24,1118,2.6,3,23,1,NA,Partial,25,Poor,High
LOC0191,Kanpur City Centre Mall,Mall,Kanpur,Uttar Pradesh,26.39953,80.316407,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Average,Poor,High,Yes,Yes,Yes,Low,43,14358,4.1,0,6,7,Average,Yes,92.4,Excellent,Low
LOC0192,Nagpur Public Garden,Park,Nagpur,Maharashtra,21.007809,79.213583,Yes,Yes,No,No,Yes,Yes,Yes,No,Poor,Poor,Medium,No,Yes,Yes,Low,10,1333,3.1,5,14,1,Average,Partial,56.2,Average,Medium
LOC0193,Hyderabad International Airport,Airport,Hyderabad,Telangana,17.452023,78.561321,Yes,Yes,Yes,Yes,No,No,No,Yes,Average,Good,High,Yes,Yes,No,High,40,11183,4.4,3,14,2,Poor,Yes,85.7,Good,Low
LOC0194,Kanpur City Bus Stop,Bus Stop,Kanpur,Uttar Pradesh,26.494964,80.386437,Yes,No,Yes,No,No,Yes,No,No,Poor,Average,Medium,Yes,Yes,No,High,2,2220,3,4,11,1,NA,No,41.1,Poor,High
LOC0195,Bengaluru Degree College,College,Bengaluru,Karnataka,12.936862,77.488562,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Poor,Good,High,Yes,Yes,Yes,Medium,39,3782,2.9,0,11,3,Average,No,77,Good,Low
LOC0196,Chennai Botanical Garden,Tourist Attraction,Chennai,Tamil Nadu,13.211051,80.301,Yes,No,Yes,No,Yes,No,Yes,No,Poor,Poor,Low,Yes,Yes,No,Low,21,880,2,2,0,1,NA,Partial,40.4,Poor,High
LOC0197,Thiruvananthapuram Bus Depot,Bus Stop,Thiruvananthapuram,Kerala,8.653597,76.94572,No,Yes,Yes,No,Yes,Yes,No,Yes,Average,Good,Medium,No,Yes,Yes,Low,23,1891,3.4,3,12,1,Poor,Yes,74,Average,Medium
LOC0198,Thane Bus Depot,Bus Stop,Thane,Maharashtra,19.17341,72.937947,No,No,Yes,No,No,Yes,No,Yes,Poor,Average,High,Yes,Yes,Yes,Medium,5,2577,3,3,0,1,NA,Partial,54.6,Poor,Medium
LOC0199,Kochi Central Station,Railway Station,Kochi,Kerala,9.958646,76.147643,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Poor,Average,Low,Yes,Yes,Yes,Medium,12,5331,3.5,4,9,3,Poor,Yes,66,Average,High
LOC0200,Kanpur Junction,Railway Station,Kanpur,Uttar Pradesh,26.410717,80.182216,Yes,Yes,Yes,Yes,No,No,No,Yes,Good,Average,Low,Yes,Yes,Yes,Medium,27,12343,3,0,7,1,Good,Yes,87,Good,Medium
LOC0201,Mysuru Heritage Fort,Tourist Attraction,Mysuru,Karnataka,12.425624,76.563536,Yes,Yes,No,Yes,Yes,No,No,Yes,Poor,Poor,Low,Yes,No,Yes,Low,9,1864,2.6,4,22,1,Average,Partial,48.3,Poor,High
LOC0202,Chennai Bus Stand,Bus Stop,Chennai,Tamil Nadu,12.935531,80.291652,No,No,No,No,No,Yes,No,No,Average,Average,Low,No,Yes,Yes,Low,18,1466,3.2,5,23,1,NA,Partial,33.1,Poor,High
LOC0203,Chennai Medical Center,Hospital,Chennai,Tamil Nadu,13.125194,80.305069,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Good,Average,High,Yes,Yes,Yes,Medium,18,1257,3.6,3,18,5,NA,Yes,95.7,Excellent,Low
LOC0204,Surat Temple Complex,Tourist Attraction,Surat,Gujarat,21.075018,72.946114,Yes,Yes,Yes,No,No,Yes,No,No,Average,Average,Medium,Yes,Yes,Yes,High,10,1854,2.3,7,15,1,Poor,Yes,62.1,Average,Medium
LOC0205,Kochi Airport Terminal,Airport,Kochi,Kerala,9.893104,76.169293,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Good,Poor,Low,Yes,No,Yes,Low,18,10149,4.7,0,19,7,Average,Yes,82.2,Good,Medium
LOC0206,Guwahati District Office,Government Office,Guwahati,Assam,26.246291,91.603487,No,Yes,No,No,Yes,Yes,No,No,Good,Good,Low,Yes,Yes,No,High,35,3985,3.3,7,11,3,Average,Partial,56.6,Average,High
LOC0207,Thiruvananthapuram Health Centre,Hospital,Thiruvananthapuram,Kerala,8.488326,77.002472,No,Yes,Yes,Yes,No,No,No,Yes,Good,Average,High,Yes,No,No,Medium,20,4044,3.4,0,5,3,Average,Partial,81.5,Good,Low
LOC0208,Guwahati Lake View Point,Tourist Attraction,Guwahati,Assam,26.118488,91.693722,Yes,No,No,No,Yes,No,Yes,Yes,Good,Poor,Low,No,Yes,No,Low,21,564,2.6,7,4,1,NA,Partial,48.6,Poor,High
LOC0209,Thane Junction,Railway Station,Thane,Maharashtra,19.224113,73.100279,Yes,Yes,No,No,No,No,No,No,Average,Good,Low,No,Yes,No,High,25,11354,3.3,3,12,3,Poor,Partial,43.7,Poor,High
LOC0210,Delhi Central Station,Railway Station,Delhi,Delhi,28.663965,77.000024,Yes,No,No,Yes,Yes,No,No,Yes,Good,Good,High,No,Yes,Yes,Medium,30,7218,3.5,3,13,3,NA,No,76.1,Good,Low
LOC0211,Kochi Airport Terminal,Airport,Kochi,Kerala,9.788309,76.192679,No,Yes,Yes,No,Yes,Yes,Yes,No,Poor,Average,High,Yes,No,Yes,Low,30,13318,3.3,0,11,2,Good,Yes,79.2,Good,Low
LOC0212,Kanpur Shopping Mall,Mall,Kanpur,Uttar Pradesh,26.352821,80.395649,Yes,No,No,No,Yes,Yes,Yes,No,Average,Average,High,Yes,No,Yes,High,16,8296,4.8,3,2,6,NA,Partial,72.7,Average,Medium
LOC0213,Guwahati Junction,Railway Station,Guwahati,Assam,26.258917,91.776829,Yes,Yes,No,Yes,No,Yes,Yes,No,Average,Average,High,No,Yes,No,High,17,16973,2.6,4,2,3,Good,Yes,82.3,Good,Medium
LOC0214,Mysuru Bus Stand,Bus Stop,Mysuru,Karnataka,12.22606,76.655198,No,No,No,No,Yes,No,Yes,No,Poor,Average,Medium,Yes,Yes,No,Medium,21,1302,2.7,4,1,1,NA,Yes,42.8,Poor,High
LOC0215,Delhi Medical Center,Hospital,Delhi,Delhi,28.703368,77.04562,Yes,Yes,Yes,No,Yes,Yes,No,No,Good,Good,Medium,Yes,Yes,No,Medium,9,1582,4.6,0,12,5,Good,Yes,100,Excellent,Low
LOC0216,Ahmedabad Collectorate Office,Government Office,Ahmedabad,Gujarat,23.15751,72.566379,No,No,No,No,No,No,No,No,Average,Good,High,No,Yes,Yes,Low,27,3276,3.7,4,4,2,NA,Yes,54.3,Poor,Medium
LOC0217,Pune Tehsil Office,Government Office,Pune,Maharashtra,18.417324,73.953688,No,No,Yes,No,No,No,Yes,Yes,Average,Good,High,No,Yes,Yes,High,17,4769,3.1,3,21,3,NA,Partial,56.8,Average,Medium
LOC0218,Guwahati Health Centre,Hospital,Guwahati,Assam,26.153107,91.702678,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Poor,Poor,Medium,Yes,Yes,Yes,Medium,10,1767,3.4,2,19,3,Good,Yes,73.8,Average,Medium
